"BASKETID","BASKETTYPE","DIRECTION","LOCATION_DESCRIPTION","OWNERTYPE","SECTION","STATEPLANE_LABELX","STATEPLANE_LABELY","STATEPLANE_SNAPPEDX","STATEPLANE_SNAPPEDY","STREETNAME1","STREETNAME2","OBJECTID","point"
"10520657","S","NW","NW corner of AVE OF THE AMERICAS and W 54 ST","D","MN052","990,149.0403554","217,135.90993805","990,157.08134981","217,073.59444588","AVE OF THE AMERICAS","W 54 ST","4493","POINT (-73.9787053785 40.7626623501)"
"40220081","H","W","W corner of 28 ST and QUEENS PLZ S","D","QW022","1,001,013.42709115","212,474.70600589","1,001,116.17655756","212,467.85923479","28 ST","QUEENS PLZ S","17495","POINT (-73.939498256 40.7498546115)"
"30420160","R","SW","Median at SW corner of MYRTLE AV and BLEECKER ST","D","BKN042","1,007,047.97702989","193,869.55817688","1,007,069.7407659","193,886.44921921","MYRTLE AV","BLEECKER ST","22798","POINT (-73.9177816891 40.6987745172)"
"10210026","C","SE","SE corner of GREENWICH ST and SPRING ST","D","MN021","981,774.80021414","203,707.22649363","981,752.20970814","203,748.97870672","GREENWICH ST","SPRING ST","168","POINT (-74.0089301459 40.7258055945)"
"31620138","R","SW","SW corner of MOTHER GASTON BLVD and PITKIN AV","D","BKN162","1,010,016.88579023","183,410.9094748","1,010,022.72042423","183,447.2873548","MOTHER GASTON BLVD","PITKIN AV","20363","POINT (-73.9071146598 40.6700597839)"
"20430104","R","E","E corner of E 170 ST and WALTON AV","D","BX043","1,007,568.57900706","245,187.17240496","1,007,538.00459315","245,179.21113481","E 170 ST","WALTON AV","22909","POINT (-73.9157261488 40.8396265668)"
"10110226","H","S","S corner of BEAVER ST and NEW STREET","B","MN011","980,714.12090506","196,082.80703121","980,744.12642248","196,113.72232372","BEAVER ST","NEW STREET","6325","POINT (-74.0127529114 40.7048780266)"
"21210077","S","Direction TBD","Location Description T/K","D","BX121","1,019,958.55422705","259,299.43584704","1,019,968.04690852","259,327.75749496","Street Name TBD",,"9274","POINT (-73.870873381 40.8783190425)"
"20310156","R","E","E corner of 3 AV and E 169 ST","D","BX031","1,010,634.39800665","242,711.00576939","1,010,565.91815673","242,683.9110073","3 AV","E 169 ST","15741","POINT (-73.9046559609 40.8328215823)"
"10520718","C","Direction TBD","Location Description T/K","B","MN052","988,087.61271973","215,559.5046263","988,076.89126018","215,540.1418791","Street Name TBD",,"2203","POINT (-73.9861477125 40.7583366571)"
"10410201","R","NW","NW corner of 10 AV and W 21 ST","D","MN041","982,830.74888964","211,291.43146954","982,817.57175064","211,246.44402671","10 AV","W 21 ST","82047","POINT (-74.005122043 40.7466225963)"
"30230155","S","SW","SW corner of LAFAYETTE AVE and WASHINGTON AV","D","BKN023","993,688.97389232","189,951.56207588","993,708.66545399","189,985.7585298","LAFAYETTE AVE","WASHINGTON AV","20612","POINT (-73.9659648961 40.6880448577)"
"50120070","S","E","E corner of BRIGHTON AV and PINE ST","D","SI012","959,694.73184156","171,317.00879388","959,650.57051256","171,314.5065023","BRIGHTON AV","PINE ST","14783","POINT (-74.0884736304 40.6368681262)"
"10920026","S","SW","SW corner of BROADWAY and W 130 ST","D","MN092","995,946.38932498","236,906.59874305","995,988.9361559","236,914.2276648","BROADWAY","W 130 ST","4615","POINT (-73.9577434214 40.8169218021)"
"10630120","H","SE","SE corner of 2 AV and E 56 ST","B","MN063","993,762.91961056","215,593.09150139","993,755.20735565","215,633.47921588","2 AV","E 56 ST","3391","POINT (-73.9656620187 40.7584245597)"
"31620022","R","SE","SE corner of PITKIN AV and BRISTOL ST","D","BKN162","1,008,561.10753381","183,113.35331139","1,008,516.8933834","183,151.66163372","PITKIN AV","BRISTOL ST","10152","POINT (-73.912363568 40.6692471764)"
"10410012","R","NW","NW corner of 9 AV and W 19 ST","O","MN041","983,361.30327472","210,412.8810613","983,363.90267898","210,386.03892338","9 AV","W 19 ST","668","POINT (-74.003207169 40.7442112648)"
"40220075","H","NE","NE corner of SKILLMAN AV and 46 ST","D","QW022","1,007,040.32579848","211,326.46289554","1,006,988.08082423","211,304.4166798","SKILLMAN AV","46 ST","16807","POINT (-73.9177501692 40.7466894951)"
"50220129","D","W","W corner of DONGAN HILLS AV and JEFFERSON ST","O","SI022","956,319.43413022","153,372.98890771","956,386.41070232","153,418.44321314","DONGAN HILLS AV","JEFFERSON ST","96351","POINT (-74.1005607344 40.5876055214)"
"10430071","S","SE","SE corner of 12 AVE and W 50 ST","D","MN043","985,193.60866523","218,537.40746313","985,188.31504065","218,587.18721922","12 AVE","W 50 ST","1354","POINT (-73.9965935221 40.7665110167)"
"30420083","R","N","N corner of WYCKOFF AV and HARMAN ST","D","BKN042","1,007,447.53167698","195,290.34306496","1,007,450.58022732","195,255.43959147","WYCKOFF AV","HARMAN ST","22521","POINT (-73.9163358477 40.7026731992)"
"10110368","C","SW","SW corner of STATE ST and BATTERY PL","B","MN011","980,231.11235665","195,907.84707929","980,268.05618039","195,940.34963897","STATE ST","BATTERY PL","6397","POINT (-74.0144948816 40.7043975965)"
"31740038","S","NW","NW corner of NOSTRAND AV and TILDEN AV","D","BKN174","998,314.13524565","174,988.6152958","998,335.92982148","174,976.94668396","NOSTRAND AV","TILDEN AV","10922","POINT (-73.9493186829 40.6469687673)"
"41230037","R","Direction TBD","Location Description T/K","D","QE123","1,038,895.42383356","194,844.5578673","1,038,875.21591797","194,896.55500519","Street Name TBD",,"12215","POINT (-73.8029198585 40.7013113039)"
"31740092","R","NE","NE corner of CHURCH AV and NOSTRAND AV","D","BKN174","998,273.10448781","176,499.82060671","998,267.41617897","176,413.43659313","CHURCH AV","NOSTRAND AV","11277","POINT (-73.949463399 40.6511167626)"
"10630027","H","NE","NE corner of LEXINGTON AV and E 55 ST","B","MN063","992,609.7125994","216,046.62340272","992,572.16182149","216,034.26581588","LEXINGTON AV","E 55 ST","4912","POINT (-73.9698240882 40.7596705542)"
"40710015","S","S","S corner of MAIN ST and CHERRY AV","D","QE071","1,032,194.27155347","213,393.14773855","1,032,190.7535159","213,446.90583313","MAIN ST","CHERRY AV","20885","POINT (-73.8269803509 40.7523519876)"
"10620214","H","NW","NW corner of 3 AV and E 34 ST","B","MN062","990,230.53461498","211,081.99094355","990,293.65587981","211,010.61444588","3 AV","E 34 ST","3368","POINT (-73.9784165815 40.7460458262)"
"31740075","R","NE","NE corner of LINDEN BLVD and NOSTRAND AV","D","BKN174","998,228.62721457","177,101.3315428","998,210.48059732","177,089.19311564","LINDEN BLVD","NOSTRAND AV","10981","POINT (-73.9496224399 40.6527678492)"
"40930046","S","NE","NE corner of JAMAICA AV and 101 ST","D","QW093","1,026,866.5614084","192,603.63649613","1,026,847.42758839","192,554.42793313","JAMAICA AV","101 ST","17233","POINT (-73.8463163411 40.6952266126)"
"41040029","R","SW","SW corner of CROSS BAY BLVD and 163 AV","D","QE104","1,029,071.20660539","176,957.12481022","1,029,092.82040732","176,987.85473563","CROSS BAY BLVD","163 AV","14168","POINT (-73.8384700237 40.652269637)"
"20430002","H","Direction TBD","Location Description T/K","P","BX043","1,007,549.96323064","245,887.10276364","1,007,579.25106343","245,871.31519434","Street Name TBD",,"6062","POINT (-73.9157909949 40.8415477199)"
"40820023","S","NW","NW corner of HILLSIDE AV and 193 ST","D","QE082","1,048,135.97031306","200,474.19752663","1,048,193.69427899","200,474.7237723","HILLSIDE AV","193 ST","11525","POINT (-73.7695403138 40.7167013901)"
"50370038","H","Direction TBD","Location Description T/K","B","SI037","934,991.43840048","136,738.53694047","934,952.4512088","136,734.6308259","Street Name TBD",,"26562","POINT (-74.177228352 40.5418544032)"
"11010186","S","SW","SW corner of W 116 ST and ADAM CLAYTON POWELL JR BOULEVARD","D","MN101","997,288.65927823","231,897.3912418","997,331.65656756","231,913.14842813","W 116 ST","ADAM CLAYTON POWELL JR BOULEVARD","2721","POINT (-73.9529038149 40.8031710403)"
"10310062","C","S","S corner of MADISON ST and MARKET ST","B","MN031","985,776.04746097","198,731.8453683","985,798.62878065","198,765.47161338","MADISON ST","MARKET ST","22444","POINT (-73.9944953799 40.7121495846)"
"31510027","S","SW","SW corner of AV U and E 16 ST","D","BKS151","996,584.25484714","157,422.86893129","996,595.12293564","157,461.75828922","AV U","E 16 ST","11865","POINT (-73.9555845497 40.5987570504)"
"10740189","D","NW","NW corner of RIVERSIDE DR and HENRY HUDSON PARKWAY ET 11 SB","O","MN074","990,904.66154756","229,198.8671113","990,861.3027104","229,121.70355171","RIVERSIDE DR","HENRY HUDSON PARKWAY ET 11 SB","100661","POINT (-73.9759657556 40.7957714425)"
"31430031","H","Direction TBD","Location Description T/K","B","BKS143","998,617.52965199","169,958.56531654","998,629.54406365","169,968.17684588","Street Name TBD",,"13621","POINT (-73.9482360868 40.6331618723)"
"11130051","S","NW","NW corner of LEXINGTON AV and E 122 ST","D","MN113","1,001,169.10985065","231,719.97328955","1,001,170.9435084","231,661.24932563","LEXINGTON AV","E 122 ST","7839","POINT (-73.9388879155 40.8026774983)"
"30730011","S","E","E corner of 5 AV and 51 ST","D","BKS073","981,298.97964348","174,103.28012422","981,255.14705397","174,102.21090063","5 AV","51 ST","16332","POINT (-74.0106338687 40.644549389)"
"40130022","S","N","N corner of 31 ST and BROADWAY","D","QW013","1,004,924.21815406","216,957.45425822","1,004,904.24969006","216,932.43691979","31 ST","BROADWAY","11990","POINT (-73.9253698418 40.7621503305)"
"30210176","H","SE","SE corner of WASHINGTON ST and WATER ST","B","BKN021","987,186.90159464","195,419.70960413","987,157.06438398","195,457.3322323","WASHINGTON ST","WATER ST","13102","POINT (-73.9894077194 40.7030581991)"
"10610171","H","SE","SE corner of LEXINGTON AV and E 24 ST","B","MN061","988,640.81338498","208,844.57875171","988,626.37574981","208,909.97888339","LEXINGTON AV","E 24 ST","6144","POINT (-73.9841552579 40.7399056205)"
"10730161","S","NE","NE corner of COLUMBUS AV and W 84 ST","D","MN073","991,760.00793397","225,351.80525163","991,728.81016173","225,336.99688231","COLUMBUS AV","W 84 ST","3650","POINT (-73.9728808537 40.7852116074)"
"20820057","S","S","S corner of BROADWAY and VERVEELEN PL","D","BX082","1,010,478.79169056","259,212.06299029","1,010,472.89734539","259,248.50943972","BROADWAY","VERVEELEN PL","9701","POINT (-73.905153704 40.8781124946)"
"10730010","S","NE","NE corner of RIVERSIDE DR and W 89 ST","D","MN073","990,264.19301222","227,732.07017614","990,208.56057756","227,739.77422896","RIVERSIDE DR","W 89 ST","3973","POINT (-73.978280211 40.7917459407)"
"30640050","R","W","W corner of 5 AV and CARROLL ST","D","BKS064","989,351.90940373","185,231.00294746","989,395.65866005","185,248.39595731","5 AV","CARROLL ST","17750","POINT (-73.9816070804 40.6750915589)"
"30510009","R","Direction TBD","Location Description T/K","D","BKN051","1,011,088.0870599","186,446.70556855","1,011,059.41979261","186,442.80608389","Street Name TBD",,"9205","POINT (-73.9032410723 40.6783891739)"
"10310205","R","NW","NW corner of BOWERY and PELL ST","D","MN031","985,009.99551539","199,685.46321172","985,023.88623564","199,656.54266588","BOWERY","PELL ST","37274","POINT (-73.9972585054 40.7147671371)"
"31850002","S","NE","NE corner of UTICA AV and AV H","D","BKS185","1,004,203.51847997","169,914.12019546","1,004,166.19014256","169,876.46475896","UTICA AV","AV H","17724","POINT (-73.9281108009 40.6330290583)"
"10520366","H","SW","SW corner of PARK AV and E 54 ST","B","MN052","991,856.84763531","216,046.80647321","991,903.7018723","216,061.73295255","PARK AV","E 54 ST","2381","POINT (-73.9725416916 40.7596717364)"
"10320153","R","SE","SE corner of BROOME ST and ORCHARD ST","D","MN032","986,969.82591331","200,852.19972338","986,966.04770565","200,886.55693813","BROOME ST","ORCHARD ST","23297","POINT (-73.9901884338 40.7179691639)"
"40220083","S","SW","SW corner of ROOSEVELT AV and 52 ST","D","QW022","1,008,420.49495414","210,336.9323943","1,008,477.74319923","210,375.1173573","ROOSEVELT AV","52 ST","17684","POINT (-73.9127727256 40.7439698185)"
"10510025","H","NE","NE corner of BROADWAY and E 22 ST","B","MN051","987,266.49362706","209,115.44303939","987,223.6817048","209,095.48376171","BROADWAY","E 22 ST","1120","POINT (-73.9891145232 40.7406496512)"
"31620190","D","Direction TBD","Location Description T/K","O","BKN162","1,008,394.92577957","180,982.22371538","1,008,387.97364727","181,017.45164265","Street Name TBD",,"96885","POINT (-73.9129702504 40.6633981571)"
"41230033","R","Direction TBD","Location Description T/K","D","QE123","1,039,404.14000773","195,060.01084846","1,039,385.47193853","195,112.04565113","Street Name TBD",,"12533","POINT (-73.8010834022 40.7018995142)"
"31620170","S","NE","NE corner of HERKIMER ST and SACKMAN ST","D","BKN162","1,010,373.82995823","186,081.36443572","1,010,340.20338506","186,053.12531896","HERKIMER ST","SACKMAN ST","18981","POINT (-73.9058175862 40.6773885324)"
"41270062","S","NE","NE corner of FARMERS BLVD and 142 AV","D","QE127","1,049,452.74097347","183,604.07739554","1,049,403.95432565","183,575.8107198","FARMERS BLVD","142 AV","94863","POINT (-73.7649535646 40.6703873757)"
"10320194","D",,"Unknown median on ALLEN ST","O","MN032","986,871.84743473","201,241.89054506","986,898.49337882","201,253.85475996","ALLEN ST","ALLEN ST","96621","POINT (-73.9905417319 40.7190388012)"
"30230063","S","SW","SW corner of HANSON PL and S ELLIOTT PL","D","BKN023","991,085.57457157","188,935.60446213","991,103.56239648","188,961.62015814","HANSON PL","S ELLIOTT PL","10460","POINT (-73.9753532778 40.6852586804)"
"10740022","R","SE","SE corner of AMSTERDAM AV and W 95 ST","O","MN074","992,347.50479048","228,258.73054013","992,339.30106673","228,296.09857564","AMSTERDAM AV","W 95 ST","4948","POINT (-73.9707558585 40.7931898179)"
"10220070","R","NE","NE corner of BLEECKER ST and MAC DOUGAL ST","D","MN022","983,977.67737006","204,951.66921471","983,944.34443147","204,938.15972731","BLEECKER ST","MAC DOUGAL ST","94","POINT (-74.0009825492 40.7292216286)"
"30330179","S","SE","SE corner of MARCUS GARVEY BLVD and MONROE ST","D","BKN033","1,001,277.30221955","189,470.59026881","1,001,247.56409006","189,494.75885563","MARCUS GARVEY BLVD","MONROE ST","21171","POINT (-73.9386040826 40.6867133551)"
"11220148","S","SE","SE corner of W 174 ST and WADSWORTH AV","D","MN122","1,001,350.51532772","247,171.59232064","1,001,339.18726639","247,221.73592113","W 174 ST","WADSWORTH AV","7686","POINT (-73.938193297 40.8450874483)"
"30210008","S","NW","NW corner of JAY ST and YORK ST","D","BKN021","987,895.97826047","194,925.03277196","987,905.76367398","194,879.3609473","JAY ST","YORK ST","9319","POINT (-73.986850619 40.7017001635)"
"30720010","S","E","E corner of 4 AV and 33 ST","D","BKS072","983,621.01568182","178,253.47064272","983,557.44559898","178,259.08250813","4 AV","33 ST","18361","POINT (-74.0022669036 40.6559412299)"
"10110086","R","NW","NW corner of BROADWAY and MURRAY ST","D","MN011","982,229.16282248","199,126.67167838","982,237.87146647","199,095.44142587","BROADWAY","MURRAY ST","5242","POINT (-74.0072894992 40.7132331896)"
"20940076","D","SW","SW corner of OLMSTEAD AV and NORTON AV","O","BX094","1,025,703.97941598","235,957.83095555","1,025,739.50001423","236,009.96995889","OLMSTEAD AV","NORTON AV","95395","POINT (-73.8502415421 40.8142281832)"
"31720024","S","NW","NW corner of CHURCH AV and E 35 ST","D","BKN172","999,538.04552747","176,533.41830856","999,555.56648982","176,506.73036981","CHURCH AV","E 35 ST","10717","POINT (-73.9449047171 40.6512068876)"
"20720118","S","W","W corner of WEBSTER AV and E 201 ST","D","BX072","1,016,851.72907589","255,684.29609571","1,016,889.90846148","255,678.68160564","WEBSTER AV","E 201 ST","18236","POINT (-73.8821256282 40.8684086268)"
"10810188","S","SE","SE corner of 5 AV and E 67 ST","D","MN081","992,753.43803373","219,476.62343247","992,742.25957839","219,511.5656198","5 AV","E 67 ST","3052","POINT (-73.9693009459 40.7690848814)"
"41270055","H","E","E corner of GUY R BREWER BLVD and 140 AV","D","QE127","1,047,155.00311489","183,665.73737721","1,047,072.61712481","183,709.87869313","GUY R BREWER BLVD","140 AV","43411","POINT (-73.7732359637 40.6705732426)"
"30650102","S","N","N corner of PROSPECT PARK W and 8 ST","D","BKS065","990,798.25263965","181,698.08744113","990,805.65616815","181,664.48580229","PROSPECT PARK W","8 ST","18351","POINT (-73.9763962932 40.6653935444)"
"10750145","S","NE","NE corner of COLUMBUS AV and W 100 ST","D","MN075","993,838.46407889","229,106.64255822","993,808.4976034","229,087.7669398","COLUMBUS AV","W 100 ST","3427","POINT (-73.9653700485 40.7955156148)"
"41130010","S","Direction TBD","Location Description T/K","D","QE113","1,043,177.21710722","209,355.90056372","1,043,187.80275988","209,326.89470927","Street Name TBD",,"12531","POINT (-73.7873504696 40.7411138423)"
"20430077","H","E","E corner of JEROME AV and E MOUNT EDEN AV","O","BX043","1,007,908.50221173","246,917.47504671","1,007,876.7309498","246,903.36451063","JEROME AV","E MOUNT EDEN AV","22765","POINT (-73.9144915555 40.8443748358)"
"31150023","S","S","S corner of 86 ST and BAY 28 ST","D","BKS115","985,541.95344098","158,823.29657663","985,550.50919814","158,865.78435256","86 ST","BAY 28 ST","18979","POINT (-73.9953474285 40.6026094291)"
"11040187","R","SW","SW corner of LENOX AV and W 139 ST","D","MN104","1,001,042.11502589","236,805.10550772","1,001,086.32917631","236,814.76100022","LENOX AV","W 139 ST","7527","POINT (-73.9393339021 40.8166350151)"
